date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2010-07-01,24,12,0.0,15.0,5,64,11:21 PM,10:08 AM,04:47 AM,09:21 PM,12,18,19,18,16,44,67,0.0,1014,24,9,201,12,London
2010-07-02,25,18,0.0,15.8,5,57,11:35 PM,11:16 AM,04:48 AM,09:21 PM,14,22,22,21,17,53,64,0.1,1012,25,10,209,13,London
2010-07-03,26,15,0.0,16.7,6,50,11:49 PM,12:23 PM,04:49 AM,09:20 PM,12,21,21,20,12,27,61,0.0,1019,26,10,287,8,London
2010-07-04,23,12,0.0,15.8,5,42,No moonrise,01:32 PM,04:49 AM,09:20 PM,10,18,19,18,19,28,62,0.0,1020,23,10,240,15,London
2010-07-05,22,14,0.0,15.0,4,35,12:05 AM,02:43 PM,04:50 AM,09:19 PM,11,18,18,18,16,66,66,0.0,1021,22,9,287,11,London
2010-07-06,23,10,0.0,16.7,6,28,12:23 AM,03:56 PM,04:51 AM,09:19 PM,8,17,18,17,13,25,59,0.0,1025,23,10,259,9,London
2010-07-07,21,13,0.0,13.3,4,21,12:47 AM,05:11 PM,04:52 AM,09:18 PM,14,17,18,17,20,64,80,0.9,1020,21,8,208,14,London
2010-07-08,27,16,0.0,15.8,5,13,01:20 AM,06:23 PM,04:53 AM,09:18 PM,15,21,21,21,12,60,73,0.0,1018,27,7,218,9,London
2010-07-09,30,14,0.0,16.6,7,6,02:03 AM,07:28 PM,04:54 AM,09:17 PM,14,23,23,23,13,11,62,0.0,1016,30,10,235,9,London
2010-07-10,28,16,0.0,16.6,6,0,03:02 AM,08:21 PM,04:55 AM,09:16 PM,14,22,22,22,15,24,67,0.0,1018,28,8,205,11,London
2010-07-11,27,16,0.0,16.6,5,0,04:15 AM,09:03 PM,04:56 AM,09:15 PM,13,21,21,21,17,27,63,0.0,1015,27,10,212,12,London
2010-07-12,22,14,0.0,14.1,4,1,05:39 AM,09:34 PM,04:57 AM,09:15 PM,13,17,18,17,11,66,76,2.7,1012,22,9,236,7,London
2010-07-13,20,13,0.0,12.4,4,8,07:08 AM,09:59 PM,04:58 AM,09:14 PM,14,16,16,16,14,96,90,3.0,1009,20,4,109,9,London
2010-07-14,23,14,0.0,14.1,4,16,08:36 AM,10:19 PM,04:59 AM,09:13 PM,15,17,17,17,21,71,86,2.5,1003,23,9,172,14,London
2010-07-15,20,14,0.0,13.0,4,23,10:02 AM,10:38 PM,05:01 AM,09:12 PM,11,16,17,16,36,81,71,0.5,1004,20,9,198,24,London
2010-07-16,20,15,0.0,14.7,4,30,11:27 AM,10:56 PM,05:02 AM,09:11 PM,12,17,17,17,32,62,73,6.2,1009,20,10,209,23,London
2010-07-17,21,12,0.0,16.1,4,37,12:49 PM,11:15 PM,05:03 AM,09:10 PM,9,16,17,16,21,41,67,0.7,1019,21,9,245,14,London
2010-07-18,23,10,0.0,14.7,4,45,02:11 PM,11:38 PM,05:04 AM,09:08 PM,11,17,17,17,20,49,68,0.0,1025,23,10,217,14,London
2010-07-19,27,13,0.0,16.0,6,52,03:31 PM,No moonset,05:06 AM,09:07 PM,10,20,20,20,16,26,55,0.0,1021,27,10,206,11,London
2010-07-20,28,17,0.0,16.0,6,59,04:46 PM,12:05 AM,05:07 AM,09:06 PM,11,22,22,22,15,36,52,0.0,1012,28,10,177,11,London
2010-07-21,24,16,0.0,16.0,5,66,05:53 PM,12:39 AM,05:08 AM,09:05 PM,11,19,20,19,20,37,62,0.1,1006,24,9,214,14,London
2010-07-22,22,13,0.0,15.9,4,74,06:50 PM,01:23 AM,05:10 AM,09:04 PM,13,17,17,17,13,48,77,10.4,1012,22,9,207,9,London
2010-07-23,22,12,0.0,12.8,4,81,07:35 PM,02:17 AM,05:11 AM,09:02 PM,12,16,17,16,11,68,76,2.1,1020,22,8,184,8,London
2010-07-24,24,11,0.0,15.6,5,88,08:09 PM,03:20 AM,05:12 AM,09:01 PM,11,18,19,18,12,51,68,0.1,1022,24,9,218,8,London
2010-07-25,24,15,0.0,10.6,5,96,08:35 PM,04:28 AM,05:14 AM,08:59 PM,14,19,20,19,11,77,77,0.6,1017,24,7,273,8,London
2010-07-26,20,16,0.0,9.6,4,100,08:56 PM,05:38 AM,05:15 AM,08:58 PM,16,18,18,18,14,79,85,1.0,1016,20,9,317,10,London
2010-07-27,22,16,0.0,10.6,5,90,09:13 PM,06:47 AM,05:17 AM,08:57 PM,18,19,20,19,13,78,92,13.2,1017,22,6,267,8,London
2010-07-28,24,14,0.0,12.5,4,83,09:28 PM,07:56 AM,05:18 AM,08:55 PM,13,18,18,18,15,65,76,0.1,1017,24,7,288,11,London
2010-07-29,21,12,0.0,12.5,4,75,09:42 PM,09:03 AM,05:20 AM,08:53 PM,11,16,16,16,16,50,72,1.2,1016,21,8,312,12,London
2010-07-30,24,11,0.0,13.5,4,68,09:56 PM,10:10 AM,05:21 AM,08:52 PM,11,18,18,18,13,39,70,0.0,1015,24,9,269,9,London
2010-07-31,22,16,0.0,10.5,4,64,10:11 PM,11:19 AM,05:23 AM,08:50 PM,15,18,19,18,18,74,81,2.0,1012,22,8,237,12,London
2010-08-01,22,12,0.0,12.5,4,54,10:28 PM,12:27 PM,05:24 AM,08:49 PM,13,17,18,17,12,57,77,2.9,1013,22,9,257,8,London
2010-08-02,22,13,0.0,14.5,4,46,10:50 PM,01:39 PM,05:26 AM,08:47 PM,12,17,18,17,11,33,75,7.3,1017,22,9,257,8,London
2010-08-03,23,13,0.0,13.5,4,39,11:17 PM,02:51 PM,05:27 AM,08:45 PM,13,17,17,17,14,37,77,0.1,1016,23,7,252,9,London
2010-08-04,19,13,0.0,10.5,4,32,11:54 PM,04:02 PM,05:29 AM,08:44 PM,13,15,16,15,18,74,85,4.7,1008,19,7,268,13,London
2010-08-05,20,10,0.0,12.5,4,24,No moonrise,05:10 PM,05:30 AM,08:42 PM,9,15,15,15,18,49,69,0.2,1012,20,10,291,13,London
2010-08-06,21,11,0.0,11.5,4,17,12:44 AM,06:08 PM,05:32 AM,08:40 PM,13,15,15,15,19,74,86,2.1,1015,21,9,215,13,London
2010-08-07,19,15,0.0,11.4,4,10,01:49 AM,06:55 PM,05:33 AM,08:38 PM,15,17,17,17,15,68,88,4.9,1015,19,8,239,10,London
2010-08-08,23,13,0.0,10.4,4,3,03:07 AM,07:31 PM,05:35 AM,08:36 PM,13,17,18,17,14,66,78,1.1,1019,23,8,238,9,London
2010-08-09,23,14,0.0,14.5,6,0,04:34 AM,07:59 PM,05:36 AM,08:35 PM,12,18,18,18,17,40,72,0.0,1016,23,9,212,12,London
2010-08-10,21,15,0.0,9.3,4,0,06:04 AM,08:22 PM,05:38 AM,08:33 PM,15,17,17,17,17,83,92,18.3,1011,21,7,218,12,London
2010-08-11,21,11,0.0,12.4,4,4,07:34 AM,08:42 PM,05:39 AM,08:31 PM,12,16,16,16,13,61,76,0.1,1013,21,8,273,8,London
2010-08-12,20,12,0.0,12.4,4,12,09:01 AM,09:01 PM,05:41 AM,08:29 PM,11,15,16,15,17,49,77,1.7,1016,20,7,300,12,London
2010-08-13,18,10,0.0,9.3,4,19,10:27 AM,09:20 PM,05:43 AM,08:27 PM,11,13,14,13,19,93,86,3.4,1017,18,6,301,13,London
2010-08-14,19,13,0.0,10.3,4,26,11:53 AM,09:42 PM,05:44 AM,08:25 PM,12,15,15,15,13,70,83,3.3,1017,19,6,184,9,London
2010-08-15,22,12,0.0,13.4,4,33,01:16 PM,10:08 PM,05:46 AM,08:23 PM,12,16,17,16,22,52,77,0.0,1020,22,6,142,15,London
2010-08-16,23,12,0.0,13.4,4,41,02:34 PM,10:41 PM,05:47 AM,08:21 PM,12,16,18,16,21,32,73,0.0,1016,23,10,324,15,London
2010-08-17,19,13,0.0,9.2,4,48,03:45 PM,11:22 PM,05:49 AM,08:19 PM,14,16,16,16,18,75,84,1.8,1011,19,5,245,13,London
2010-08-18,20,12,0.0,14.5,4,55,04:45 PM,No moonset,05:50 AM,08:17 PM,11,15,16,15,17,48,78,1.3,1008,20,7,270,11,London
2010-08-19,21,11,0.0,12.4,4,63,05:34 PM,12:13 AM,05:52 AM,08:15 PM,11,16,16,16,18,77,76,0.4,1012,21,6,209,13,London
2010-08-20,25,15,0.0,11.3,5,70,06:11 PM,01:13 AM,05:54 AM,08:13 PM,15,19,21,19,23,60,77,0.3,1015,25,10,198,16,London
2010-08-21,23,18,0.0,9.1,5,77,06:39 PM,02:19 AM,05:55 AM,08:11 PM,18,20,20,20,25,88,87,0.5,1018,23,9,209,18,London
2010-08-22,24,17,0.0,9.1,5,84,07:02 PM,03:28 AM,05:57 AM,08:09 PM,17,20,20,20,15,86,85,3.9,1014,24,8,217,11,London
2010-08-23,21,14,0.0,10.1,4,92,07:20 PM,04:37 AM,05:58 AM,08:07 PM,15,17,18,17,25,68,85,12.4,1000,21,9,218,17,London
2010-08-24,19,11,0.0,13.4,4,99,07:36 PM,05:46 AM,06:00 AM,08:05 PM,10,14,15,14,27,38,75,0.2,1009,19,10,244,19,London
2010-08-25,17,11,0.0,8.2,3,100,07:51 PM,06:53 AM,06:01 AM,08:02 PM,12,13,14,13,16,77,90,14.9,1013,17,5,180,11,London
2010-08-26,19,15,0.0,7.0,4,87,08:04 PM,08:01 AM,06:03 AM,08:00 PM,16,17,17,17,14,99,96,25.3,1005,19,4,208,10,London
2010-08-27,18,11,0.0,9.2,4,79,08:19 PM,09:08 AM,06:05 AM,07:58 PM,11,13,14,13,18,66,85,3.1,1010,18,7,85,12,London
2010-08-28,19,9,0.0,11.6,4,72,08:36 PM,10:16 AM,06:06 AM,07:56 PM,10,13,14,13,20,37,79,0.7,1019,19,8,284,13,London
2010-08-29,15,11,0.0,9.2,3,65,08:56 PM,11:26 AM,06:08 AM,07:54 PM,10,11,13,11,26,55,86,3.6,1017,15,9,280,16,London
2010-08-30,17,8,0.0,9.2,3,57,09:20 PM,12:37 PM,06:09 AM,07:52 PM,9,11,12,11,20,42,79,0.2,1023,17,9,253,14,London
2010-08-31,21,8,0.0,11.6,4,54,09:53 PM,01:47 PM,06:11 AM,07:50 PM,10,14,14,14,11,40,78,0.0,1025,21,6,132,7,London
2010-09-01,21,10,0.0,11.6,4,37,10:35 PM,02:55 PM,06:12 AM,07:47 PM,10,15,15,15,10,6,78,0.0,1021,21,7,86,6,London
2010-09-02,20,9,0.0,11.6,5,29,11:32 PM,03:55 PM,06:14 AM,07:45 PM,11,15,15,15,13,16,78,0.0,1021,20,7,69,9,London
2010-09-03,21,11,0.0,9.1,4,22,No moonrise,04:45 PM,06:16 AM,07:43 PM,12,15,15,15,14,61,83,0.2,1022,21,5,73,9,London
2010-09-04,20,11,0.0,10.4,4,14,12:42 AM,05:26 PM,06:17 AM,07:41 PM,11,15,15,15,15,67,82,0.0,1021,20,6,103,9,London
2010-09-05,20,12,0.0,11.6,4,7,02:03 AM,05:57 PM,06:19 AM,07:38 PM,10,15,15,15,20,56,73,0.0,1019,20,7,103,13,London
2010-09-06,20,13,0.0,9.1,4,0,03:30 AM,06:22 PM,06:20 AM,07:36 PM,10,15,16,15,27,50,72,7.0,1009,20,9,108,19,London
2010-09-07,19,11,0.0,9.1,4,0,04:58 AM,06:43 PM,06:22 AM,07:34 PM,12,15,15,15,15,66,85,9.5,1001,19,8,180,10,London
2010-09-08,17,12,0.0,6.5,4,0,06:27 AM,07:03 PM,06:24 AM,07:32 PM,13,14,14,14,13,79,92,6.4,1003,17,6,273,8,London
2010-09-09,21,11,0.0,11.6,4,1,07:56 AM,07:23 PM,06:25 AM,07:29 PM,13,15,16,15,15,53,87,4.6,1014,21,6,263,9,London
2010-09-10,19,12,0.0,7.8,4,8,09:24 AM,07:45 PM,06:27 AM,07:27 PM,14,15,16,15,23,83,90,0.3,1018,19,6,216,14,London
2010-09-11,20,14,0.0,9.0,4,16,10:50 AM,08:10 PM,06:28 AM,07:25 PM,14,16,16,16,24,67,89,0.4,1015,20,8,203,15,London
2010-09-12,20,10,0.0,11.6,4,23,12:13 PM,08:41 PM,06:30 AM,07:22 PM,11,14,15,14,16,46,80,0.1,1022,20,6,300,11,London
2010-09-13,18,9,0.0,6.4,4,31,01:30 PM,09:20 PM,06:32 AM,07:20 PM,11,13,14,13,21,69,86,0.1,1025,18,7,243,13,London
2010-09-14,18,13,0.0,6.4,4,38,02:36 PM,10:08 PM,06:33 AM,07:18 PM,14,15,16,15,31,83,92,0.5,1017,18,9,232,20,London
2010-09-15,16,9,0.0,7.7,3,46,03:30 PM,11:07 PM,06:35 AM,07:16 PM,9,11,12,11,27,49,81,0.0,1012,16,10,253,18,London
2010-09-16,16,10,0.0,11.6,3,53,04:11 PM,No moonset,06:36 AM,07:13 PM,10,11,12,11,20,51,86,0.9,1011,16,6,274,13,London
2010-09-17,15,7,0.0,11.6,3,61,04:42 PM,12:11 AM,06:38 AM,07:11 PM,6,10,11,10,19,53,75,0.0,1016,15,8,304,12,London
2010-09-18,17,5,0.0,10.3,3,68,05:07 PM,01:19 AM,06:40 AM,07:09 PM,6,10,11,10,15,53,75,0.0,1020,17,8,288,9,London
2010-09-19,17,10,0.0,6.3,3,76,05:27 PM,02:28 AM,06:41 AM,07:06 PM,10,12,13,12,23,70,82,0.1,1016,17,8,228,16,London
2010-09-20,21,13,0.0,10.3,4,84,05:43 PM,03:37 AM,06:43 AM,07:04 PM,13,15,16,15,22,57,82,0.1,1014,21,9,237,14,London
2010-09-21,21,10,0.0,11.6,4,91,05:58 PM,04:44 AM,06:44 AM,07:02 PM,12,15,16,15,10,38,83,0.0,1019,21,6,189,6,London
2010-09-22,23,12,0.0,11.6,4,99,06:12 PM,05:51 AM,06:46 AM,06:59 PM,12,16,17,16,18,31,79,0.0,1016,23,7,178,11,London
2010-09-23,19,12,0.0,7.4,4,100,06:27 PM,06:58 AM,06:48 AM,06:57 PM,13,15,15,15,19,76,90,1.9,1007,19,4,193,12,London
2010-09-24,13,9,0.0,7.4,3,86,06:44 PM,08:07 AM,06:49 AM,06:55 PM,10,9,11,9,23,72,92,3.5,1006,13,6,323,15,London
2010-09-25,13,4,0.0,10.2,2,79,07:03 PM,09:16 AM,06:51 AM,06:52 PM,5,6,8,6,26,33,79,0.0,1016,13,10,330,16,London
2010-09-26,12,5,0.0,6.0,2,71,07:26 PM,10:26 AM,06:53 AM,06:50 PM,7,6,9,6,30,76,89,5.5,1013,12,8,319,19,London
2010-09-27,16,10,0.0,6.0,3,64,07:56 PM,11:37 AM,06:54 AM,06:48 PM,11,12,13,12,12,91,92,4.7,1013,16,6,251,8,London
2010-09-28,18,13,0.0,5.9,4,56,08:34 PM,12:45 PM,06:56 AM,06:45 PM,13,14,14,14,8,92,93,1.6,1017,18,3,103,5,London
2010-09-29,17,13,0.0,5.9,3,48,09:26 PM,01:47 PM,06:57 AM,06:43 PM,13,14,14,14,17,97,96,17.3,1016,17,5,187,11,London
2010-09-30,17,8,0.0,10.2,3,41,10:28 PM,02:39 PM,06:59 AM,06:41 PM,10,11,12,11,15,69,87,2.3,1014,17,6,249,9,London
2010-10-01,14,10,0.0,5.7,3,39,11:43 PM,03:22 PM,07:01 AM,06:38 PM,12,11,13,11,29,87,97,14.9,1004,14,5,173,18,London
2010-10-02,17,10,0.0,7.2,3,32,No moonrise,03:55 PM,07:02 AM,06:36 PM,12,13,14,13,15,89,92,3.0,1004,17,5,176,10,London
2010-10-03,16,13,0.0,7.1,4,25,01:04 AM,04:21 PM,07:04 AM,06:34 PM,14,15,15,15,27,88,97,3.2,996,16,6,182,17,London
2010-10-04,19,12,0.0,7.1,4,18,02:28 AM,04:44 PM,07:06 AM,06:32 PM,13,14,14,14,11,88,93,1.3,999,19,5,149,7,London
2010-10-05,18,10,0.0,8.6,4,10,03:55 AM,05:05 PM,07:07 AM,06:29 PM,13,14,15,14,21,82,92,1.3,1001,18,8,194,13,London
2010-10-06,17,12,0.0,10.1,3,3,05:22 AM,05:24 PM,07:09 AM,06:27 PM,12,14,14,14,19,52,88,10.2,1006,17,7,202,13,London
2010-10-07,17,9,0.0,8.6,3,0,06:49 AM,05:45 PM,07:11 AM,06:25 PM,10,12,13,12,18,65,86,0.0,1017,17,7,132,11,London
2010-10-08,20,13,0.0,11.1,4,0,08:17 AM,06:09 PM,07:12 AM,06:23 PM,14,15,15,15,19,69,92,0.0,1016,20,6,83,12,London
2010-10-09,18,12,0.0,10.1,4,4,09:44 AM,06:37 PM,07:14 AM,06:20 PM,13,13,14,13,23,69,93,0.3,1015,18,9,56,15,London
2010-10-10,18,11,0.0,11.0,4,11,11:06 AM,07:14 PM,07:16 AM,06:18 PM,12,14,15,14,23,28,86,0.4,1013,18,9,48,15,London
2010-10-11,17,9,0.0,11.0,4,18,12:19 PM,08:00 PM,07:18 AM,06:16 PM,9,10,12,10,31,26,86,0.0,1018,17,10,28,18,London
2010-10-12,14,8,0.0,11.0,3,26,01:20 PM,08:56 PM,07:19 AM,06:14 PM,9,9,11,9,22,61,90,0.4,1020,14,7,27,14,London
2010-10-13,12,6,0.0,10.1,2,33,02:06 PM,10:00 PM,07:21 AM,06:12 PM,7,6,8,6,19,74,89,0.0,1021,12,5,56,12,London
2010-10-14,13,4,0.0,8.5,2,40,02:42 PM,11:08 PM,07:23 AM,06:10 PM,6,6,8,6,16,79,89,0.0,1021,13,4,218,10,London
2010-10-15,13,7,0.0,5.4,3,48,03:09 PM,No moonset,07:24 AM,06:07 PM,8,8,10,8,16,90,88,0.3,1018,13,6,326,11,London
2010-10-16,13,6,0.0,10.0,2,55,03:31 PM,12:17 AM,07:26 AM,06:05 PM,6,6,9,6,23,45,86,1.0,1020,13,9,220,15,London
2010-10-17,15,4,0.0,10.8,4,62,03:49 PM,01:26 AM,07:28 AM,06:03 PM,4,7,8,7,16,5,77,0.0,1026,15,8,249,10,London
2010-10-18,14,4,0.0,8.5,3,69,04:04 PM,02:33 AM,07:30 AM,06:01 PM,6,7,9,7,22,61,85,0.1,1020,14,8,248,14,London
2010-10-19,11,5,0.0,8.7,2,77,04:19 PM,03:41 AM,07:31 AM,05:59 PM,7,7,9,7,27,55,88,3.3,1011,11,10,288,17,London
2010-10-20,8,2,0.0,8.7,3,84,04:34 PM,04:47 AM,07:33 AM,05:57 PM,0,1,4,1,23,15,77,0.0,1019,8,10,312,15,London
2010-10-21,11,0,0.0,8.7,2,91,04:50 PM,05:56 AM,07:35 AM,05:55 PM,2,3,5,3,22,25,81,0.0,1023,11,9,246,14,London
2010-10-22,13,4,0.0,8.7,2,98,05:09 PM,07:05 AM,07:36 AM,05:53 PM,6,6,8,6,22,62,86,0.1,1018,13,6,238,13,London
2010-10-23,12,6,0.0,8.7,3,100,05:31 PM,08:15 AM,07:38 AM,05:51 PM,8,7,9,7,26,65,91,8.9,1004,12,9,247,17,London
2010-10-24,9,2,0.0,7.1,2,87,05:59 PM,09:27 AM,07:40 AM,05:49 PM,4,2,5,2,21,56,89,0.0,1015,9,6,335,13,London
2010-10-25,11,1,0.0,8.7,2,80,06:36 PM,10:36 AM,07:42 AM,05:47 PM,2,3,5,3,13,32,84,0.0,1028,11,8,268,8,London
2010-10-26,10,3,0.0,3.8,2,72,07:23 PM,11:40 AM,07:43 AM,05:45 PM,6,4,7,4,30,76,90,1.0,1024,10,10,200,17,London
2010-10-27,16,10,0.0,7.0,3,65,08:22 PM,12:35 PM,07:45 AM,05:43 PM,11,11,12,11,28,57,92,0.1,1016,16,10,220,17,London
2010-10-28,15,9,0.0,3.7,3,58,09:33 PM,01:20 PM,07:47 AM,05:41 PM,10,10,12,10,31,71,89,0.0,1015,15,10,217,19,London
2010-10-29,14,10,0.0,5.4,3,51,10:50 PM,01:56 PM,07:49 AM,05:39 PM,10,9,12,9,32,66,89,1.7,1001,14,10,178,20,London
2010-10-30,13,8,0.0,8.7,3,43,No moonrise,02:23 PM,07:50 AM,05:38 PM,9,9,10,9,23,43,91,0.5,997,13,9,183,14,London
2010-10-31,13,8,0.0,3.7,3,39,12:11 AM,02:47 PM,07:52 AM,05:36 PM,9,9,10,9,17,85,94,1.1,999,13,4,69,10,London
2010-11-01,12,7,0.0,7.0,2,22,01:34 AM,03:07 PM,07:54 AM,05:34 PM,8,7,9,7,19,63,94,0.0,1013,12,6,290,11,London
2010-11-02,14,10,0.0,7.0,3,15,02:56 AM,03:27 PM,07:56 AM,05:32 PM,10,10,12,10,32,68,92,0.5,1010,14,9,218,19,London
2010-11-03,15,12,0.0,7.0,3,7,04:20 AM,03:46 PM,07:57 AM,05:30 PM,11,11,13,11,29,77,89,0.3,1011,15,10,232,18,London
2010-11-04,16,12,0.0,3.6,3,0,05:46 AM,04:08 PM,07:59 AM,05:29 PM,13,12,14,12,39,83,92,0.0,1017,16,10,228,24,London
2010-11-05,15,12,0.0,3.5,3,0,07:12 AM,04:34 PM,08:01 AM,05:27 PM,13,13,14,13,27,94,96,6.0,1019,15,8,233,17,London
2010-11-06,11,6,0.0,7.0,2,0,08:36 AM,05:07 PM,08:02 AM,05:25 PM,7,7,9,7,15,57,89,9.3,1016,11,9,276,10,London
2010-11-07,8,3,0.0,7.0,2,0,09:54 AM,05:49 PM,08:04 AM,05:24 PM,4,3,5,3,17,44,91,0.3,1007,8,5,122,10,London
2010-11-08,6,3,0.0,3.4,1,8,11:02 AM,06:41 PM,08:06 AM,05:22 PM,4,1,5,1,31,83,97,10.9,975,6,7,129,18,London
2010-11-09,9,5,0.0,3.4,2,15,11:57 AM,07:44 PM,08:08 AM,05:20 PM,6,3,7,3,33,86,96,1.9,976,9,4,46,21,London
2010-11-10,6,2,0.0,8.7,2,23,12:38 PM,08:52 PM,08:09 AM,05:19 PM,1,-1,4,-1,30,30,86,0.0,996,6,10,320,19,London
2010-11-11,12,-0,0.0,5.2,2,30,01:09 PM,10:02 PM,08:11 AM,05:17 PM,6,3,7,3,46,56,93,5.8,992,12,9,208,26,London
2010-11-12,11,7,0.0,8.7,2,38,01:33 PM,11:12 PM,08:13 AM,05:16 PM,8,6,9,6,42,45,92,0.2,992,11,10,235,25,London
2010-11-13,10,7,0.0,8.7,2,45,01:53 PM,No moonset,08:15 AM,05:14 PM,8,7,9,7,20,54,94,0.0,994,10,8,215,13,London
2010-11-14,8,3,0.0,5.1,2,53,02:09 PM,12:20 AM,08:16 AM,05:13 PM,6,4,6,4,15,88,99,12.3,995,8,3,226,8,London
2010-11-15,8,4,0.0,5.1,2,60,02:24 PM,01:28 AM,08:18 AM,05:11 PM,5,5,6,5,8,59,94,0.3,1013,8,5,169,5,London
2010-11-16,9,2,0.0,8.7,2,68,02:39 PM,02:34 AM,08:20 AM,05:10 PM,4,3,5,3,16,17,95,0.0,1020,9,6,193,8,London
2010-11-17,6,4,0.0,3.3,2,76,02:55 PM,03:42 AM,08:21 AM,05:09 PM,4,2,5,2,30,86,94,1.8,1008,6,9,124,18,London
2010-11-18,9,4,0.0,3.3,2,83,03:13 PM,04:50 AM,08:23 AM,05:07 PM,6,4,7,4,22,89,98,2.3,1005,9,6,142,13,London
2010-11-19,10,3,0.0,8.7,2,91,03:34 PM,06:00 AM,08:25 AM,05:06 PM,5,5,6,5,12,72,96,0.0,1011,10,2,188,6,London
2010-11-20,8,5,0.0,3.3,2,98,04:00 PM,07:12 AM,08:26 AM,05:05 PM,6,5,7,5,18,90,96,0.8,1013,8,5,71,11,London
2010-11-21,7,3,0.0,3.3,2,100,04:34 PM,08:22 AM,08:28 AM,05:04 PM,4,2,5,2,24,92,96,0.6,1011,7,10,183,16,London
2010-11-22,7,3,0.0,3.3,2,87,05:19 PM,09:30 AM,08:30 AM,05:03 PM,4,2,5,2,23,82,95,0.6,1010,7,10,224,14,London
2010-11-23,7,2,0.0,3.3,1,79,06:15 PM,10:29 AM,08:31 AM,05:02 PM,3,1,4,1,22,75,93,0.1,1011,7,10,329,14,London
2010-11-24,5,-1,0.0,8.7,1,72,07:24 PM,11:19 AM,08:33 AM,05:01 PM,0,-2,1,-2,21,43,92,0.0,1010,5,6,303,12,London
2010-11-25,3,-2,0.0,8.7,1,64,08:40 PM,11:57 AM,08:34 AM,05:00 PM,-2,-5,-1,-5,22,44,89,0.0,1008,3,9,326,14,London
2010-11-26,2,-3,0.0,6.8,1,57,10:00 PM,12:27 PM,08:36 AM,04:59 PM,-3,-5,-1,-5,19,31,89,0.0,1007,2,8,319,11,London
2010-11-27,2,-3,0.0,5.0,1,49,11:22 PM,12:52 PM,08:38 AM,04:58 PM,-3,-5,-2,-5,17,51,90,0.0,1003,2,7,220,10,London
2010-11-28,1,-5,0.1,4.9,1,41,No moonrise,01:13 PM,08:39 AM,04:57 PM,-5,-6,-2,-6,20,58,84,0.1,1006,1,8,139,12,London
2010-11-29,2,-3,0.0,8.2,2,34,12:43 AM,01:32 PM,08:41 AM,04:56 PM,-3,-7,-2,-7,27,34,91,0.0,1011,2,10,223,15,London
2010-11-30,2,-2,6.1,3.1,1,26,02:04 AM,01:51 PM,08:42 AM,04:56 PM,-1,-5,-0,-5,29,94,97,7.2,1012,2,4,32,17,London
2010-12-01,-1,-3,0.8,4.9,1,25,03:26 AM,02:10 PM,08:43 AM,04:55 PM,-3,-9,-2,-9,38,80,96,1.0,1008,-1,8,19,23,London
2010-12-02,-1,-4,7.9,3.0,1,18,04:48 AM,02:34 PM,08:45 AM,04:54 PM,-2,-7,-2,-7,29,96,98,9.3,1008,-1,2,25,19,London
2010-12-03,-3,-7,0.0,8.1,1,11,06:11 AM,03:03 PM,08:46 AM,04:54 PM,-5,-10,-5,-10,25,36,98,0.0,1012,-3,5,237,13,London
2010-12-04,3,0,0.0,3.0,1,4,07:31 AM,03:40 PM,08:48 AM,04:53 PM,2,-2,2,-2,29,91,100,4.5,1004,3,4,205,15,London
2010-12-05,1,-2,0.0,3.0,1,0,08:43 AM,04:27 PM,08:49 AM,04:53 PM,-0,-3,0,-3,16,82,98,0.2,1004,1,2,264,10,London
2010-12-06,-0,-5,0.0,8.0,1,0,09:44 AM,05:25 PM,08:50 AM,04:52 PM,-4,-6,-3,-6,13,26,94,0.0,1003,-0,5,103,7,London
2010-12-07,1,-4,0.1,4.9,1,4,10:31 AM,06:32 PM,08:51 AM,04:52 PM,-2,-5,-1,-5,17,52,96,0.1,1005,1,7,101,10,London
2010-12-08,1,-3,0.0,6.8,1,11,11:07 AM,07:43 PM,08:52 AM,04:52 PM,-1,-6,-1,-6,31,70,97,0.0,1012,1,10,346,18,London
2010-12-09,1,-4,0.0,8.0,2,18,11:35 AM,08:54 PM,08:54 AM,04:51 PM,-2,-7,-2,-7,32,23,95,0.0,1029,1,10,291,17,London
2010-12-10,4,-1,0.0,3.0,1,25,11:56 AM,10:04 PM,08:55 AM,04:51 PM,1,-2,2,-2,28,68,98,0.2,1031,4,10,272,15,London
2010-12-11,6,2,0.0,3.0,1,33,12:14 PM,11:12 PM,08:56 AM,04:51 PM,4,0,4,0,24,78,97,0.8,1026,6,8,294,14,London
2010-12-12,4,1,0.0,4.9,1,40,12:30 PM,No moonset,08:57 AM,04:51 PM,2,-1,3,-1,20,70,97,0.2,1024,4,6,221,12,London
2010-12-13,5,0,0.0,7.9,1,47,12:45 PM,12:19 AM,08:58 AM,04:51 PM,1,-1,2,-1,17,41,94,0.2,1027,5,7,174,10,London
2010-12-14,4,-1,0.0,6.8,1,54,01:00 PM,01:26 AM,08:59 AM,04:51 PM,1,-2,1,-2,18,58,94,1.4,1032,4,7,100,10,London
2010-12-15,4,-1,0.0,4.8,1,62,01:17 PM,02:33 AM,09:00 AM,04:51 PM,0,-3,1,-3,24,45,94,0.3,1035,4,7,283,14,London
